"Номер объявления","Регион размещения","Город","Адрес","Категория","Подкатегория","Параметр","Название объявления","Цена","Дата первой публикации","Дата снятия с публикации","Дней на Авито","Показы","Конверсия из показов в просмотры","Просмотры","Средняя цена просмотра","Конверсия из просмотров в контакты","Целевые просмотры","Контакты","Написали в чат","Посмотрели телефон","Посмотрели телефон и написали в чат","Откликнулись на скидку в чате","Средняя цена контакта","Добавили в избранное","Расходы на объявления","Списано бонусов на объявления","Расходы на размещение и целевые действия","Расходы на продвижение","Остальные расходы"
"7896129203","Саха (Якутия)","Якутск","Якутск","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","12","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896199693","Московская область","Королев","Королёв","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","23","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896199747","Чеченская Республика","Грозный","Грозный","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","68","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896209192","Вологодская область","Череповец","Череповец","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","30","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896291461","Смоленская область","Смоленск","Смоленск","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","40","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896299954","Алтайский край","Барнаул","Барнаул","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","49","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896314758","Коми","Сыктывкар","Сыктывкар","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","26","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896337812","Ростовская область","Шахты","Шахты","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","27","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896374973","Карелия","Петрозаводск","Петрозаводск","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","35","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896475029","Московская область","Химки","Химки","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","21","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896478703","Волгоградская область","Волжский","Волжский","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","25","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896501016","Хабаровский край","Комсомольск-на-Амуре","Комсомольск-на-Амуре","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","15","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896582744","Татарстан","Нижнекамск","Нижнекамск","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","33","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896626646","Московская область","Люберцы","Люберцы","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","13","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896640802","Московская область","Мытищи","Мытищи","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","19","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896693479","Белгородская область","Белгород","Белгород","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","73","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896738469","Свердловская область","Нижний Тагил","Нижний Тагил","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","26","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896833471","Мордовия","Саранск","Саранск","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","40","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7896909190","Кемеровская область","Новокузнецк","Новокузнецк","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор Подготовка к ЕГЭ, ОГЭ","от 1 200 ₽","2026-02-02","2026-03-04","30","55","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
"7928223867","Северная Осетия","Владикавказ","Владикавказ","Услуги","Предложение услуг","Предметы школы и ВУЗа","Репетитор по информатике ЕГЭ/ОГЭ","от 1 200 ₽ за услугу","2026-03-02","2026-04-01","2","15","0.00%","0","","","0","0","0","0","0","0","","0","0.00","0.00","0.00","0.00","0.00"
